ID,가격
TEST_00000,85.7583287526475
TEST_00001,25.978583575090475
TEST_00002,80.40102645270578
TEST_00003,126.41563861897819
TEST_00004,44.48799265373552
TEST_00005,54.78010786153144
TEST_00006,72.90961147721923
TEST_00007,50.794909345855956
TEST_00008,49.08654928772364
TEST_00009,21.877467139570662
TEST_00010,21.307309717570792
TEST_00011,9.798942641614136
TEST_00012,53.8882698348315
TEST_00013,34.12491976785628
TEST_00014,26.12734963467983
TEST_00015,69.46521118330456
TEST_00016,15.897485932157172
TEST_00017,141.52841716455134
TEST_00018,21.17605615760516
TEST_00019,44.20714448135912
TEST_00020,58.162741516667666
TEST_00021,33.92694960044671
TEST_00022,123.83079622227827
TEST_00023,126.91390167511706
TEST_00024,106.4446301626806
TEST_00025,48.63457700869817
TEST_00026,26.62319892831338
TEST_00027,53.470202901738624
TEST_00028,28.781467543434662
TEST_00029,92.72091044691857
TEST_00030,108.71999233320975
TEST_00031,87.8586930569634
TEST_00032,31.966640644909127
TEST_00033,18.358728572980873
TEST_00034,25.007845310005848
TEST_00035,69.19858113187445
TEST_00036,31.007040565685095
TEST_00037,30.842198746945538
TEST_00038,28.544685478331807
TEST_00039,48.35514580178315
TEST_00040,62.599751760995765
TEST_00041,79.76760997891148
TEST_00042,9.107236107685893
TEST_00043,84.00072952958229
TEST_00044,48.99019591845092
TEST_00045,121.95378215434735
TEST_00046,54.407201846310244
TEST_00047,119.74593788267303
TEST_00048,107.93237305045542
TEST_00049,23.217538552126804
TEST_00050,17.289237928799793
TEST_00051,32.474344256750996
TEST_00052,24.49226999579783
TEST_00053,34.962249515166135
TEST_00054,38.24502052005457
TEST_00055,30.88998752345147
TEST_00056,93.6751314611633
TEST_00057,8.335411650675866
TEST_00058,111.32261055393644
TEST_00059,54.85685245525088
TEST_00060,34.229912866584606
TEST_00061,94.35062733978876
TEST_00062,19.529258459750952
TEST_00063,10.012367610564011
TEST_00064,57.369364941713265
TEST_00065,43.88691406117782
TEST_00066,34.936515746426394
TEST_00067,10.416942180606883
TEST_00068,65.4015731478392
TEST_00069,142.78657918259043
TEST_00070,116.43790897373893
TEST_00071,43.59416658097928
