ID,가격
TEST_00000,91.93600274135738
TEST_00001,25.92129946005562
TEST_00002,87.26821985741692
TEST_00003,123.33539137304226
TEST_00004,56.87880731051903
TEST_00005,56.73032513048401
TEST_00006,71.55600565131941
TEST_00007,50.0970439497598
TEST_00008,49.80547427712854
TEST_00009,24.32848692024206
TEST_00010,24.454258456844897
TEST_00011,4.301143458824042
TEST_00012,50.75788573286802
TEST_00013,38.59407693558247
TEST_00014,29.416660485064696
TEST_00015,71.75379645994484
TEST_00016,18.77286595662592
TEST_00017,147.58159019313186
TEST_00018,20.96696801878077
TEST_00019,47.586939076036835
TEST_00020,62.10133195106655
TEST_00021,35.31141618412583
TEST_00022,124.0673602089268
TEST_00023,133.11567474157462
TEST_00024,103.74564377831999
TEST_00025,50.758264651628636
TEST_00026,27.229665173540234
TEST_00027,59.30857081431428
TEST_00028,37.53271137000945
TEST_00029,92.4976171900177
TEST_00030,116.0827932907241
TEST_00031,85.6332412431841
TEST_00032,30.56286888020437
TEST_00033,19.700385426477588
TEST_00034,26.41939880445426
TEST_00035,75.73475114114562
TEST_00036,29.795054370563555
TEST_00037,33.79660992260265
TEST_00038,29.896125952696508
TEST_00039,52.322531248578855
TEST_00040,62.71439260527857
TEST_00041,80.53760874175394
TEST_00042,9.118578822338385
TEST_00043,90.57183002956316
TEST_00044,46.95191711715506
TEST_00045,118.94314496841757
TEST_00046,65.43921014637718
TEST_00047,119.20434781077138
TEST_00048,118.39807436034239
TEST_00049,23.54776183740647
TEST_00050,18.233598757795832
TEST_00051,31.54116957877224
TEST_00052,25.30304392380142
TEST_00053,35.78262572555799
TEST_00054,35.87120879703113
TEST_00055,32.236481419223004
TEST_00056,86.36357527498858
TEST_00057,5.3139346779935215
TEST_00058,114.2284582796933
TEST_00059,51.76274521280651
TEST_00060,35.878965021162614
TEST_00061,92.08146057932075
TEST_00062,19.134964015999586
TEST_00063,12.580417386318715
TEST_00064,58.24395942457939
TEST_00065,43.59558704782053
TEST_00066,34.740611719595414
TEST_00067,11.474532492648892
TEST_00068,63.415852100554325
TEST_00069,145.12668222171325
TEST_00070,122.71334650171671
TEST_00071,41.60239605834454
TEST_00072,75.49441551115541
TEST_00073,27.594814532790174
TEST_00074,38.95104896658979
TEST_00075,105.28289474068492
TEST_00076,13.873467067503919
TEST_00077,112.81726967976329
TEST_00078,31.053428582248458
TEST_00079,27.9015285087397
TEST_00080,17.32039968880989
TEST_00081,79.67185943786251
TEST_00082,103.40600620108412
TEST_00083,20.39682185446596
TEST_00084,26.03042447747503
TEST_00085,45.99871526883367
TEST_00086,36.56567482398869
TEST_00087,41.90221349137557
TEST_00088,27.523992422136125
TEST_00089,35.473312635969165
TEST_00090,23.99418527732769
TEST_00091,28.794898347319435
TEST_00092,35.001248162314944
TEST_00093,28.300772843396924
TEST_00094,39.59707425389198
TEST_00095,76.19260053220643
TEST_00096,3.821565403026137
TEST_00097,48.081043720018265
TEST_00098,26.442266310479926
TEST_00099,29.238626540819055
TEST_00100,18.867570486678993
TEST_00101,85.5890116493331
TEST_00102,51.97604942652619
TEST_00103,27.57070652028661
TEST_00104,26.334439239934383
TEST_00105,23.66555981614071
TEST_00106,25.224433192988258
TEST_00107,25.189336100423294
TEST_00108,90.45602419106359
TEST_00109,30.802437054722205
TEST_00110,30.919617370501477
TEST_00111,127.87367752272903
TEST_00112,55.0993843742557
TEST_00113,117.73007294221064
TEST_00114,11.540581411795582
TEST_00115,17.00192742968548
TEST_00116,44.60051731707818
TEST_00117,44.62951056430288
TEST_00118,10.651877594562812
TEST_00119,21.278318017092065
TEST_00120,7.875035800364555
TEST_00121,51.392565147890856
TEST_00122,22.58222186734711
TEST_00123,30.98515945875892
TEST_00124,43.526541738783685
TEST_00125,79.74544991875878
TEST_00126,35.66257070514783
TEST_00127,20.650855696206396
TEST_00128,98.75524729205199
TEST_00129,47.89299384828751
TEST_00130,26.75705793709931
TEST_00131,19.17058782094337
TEST_00132,59.74016921723423
TEST_00133,21.081035361616827
TEST_00134,120.70827424608684
TEST_00135,18.97814655932709
TEST_00136,15.481489404253452
TEST_00137,10.130828422617851
TEST_00138,22.978653887507527
TEST_00139,48.365800066580015
TEST_00140,112.88223058844419
TEST_00141,129.53710131594048
TEST_00142,33.00932351037132
TEST_00143,24.45507694048626
TEST_00144,37.04895946599301
TEST_00145,20.22842949376366
TEST_00146,96.12967049559073
TEST_00147,55.49361939540869
TEST_00148,39.84444354675054
TEST_00149,103.71347729124116
TEST_00150,76.77176836847903
TEST_00151,30.80402852912921
TEST_00152,78.18030898118981
TEST_00153,31.071328218063844
TEST_00154,69.49529596182735
TEST_00155,19.16403256582814
TEST_00156,4.314289176842063
TEST_00157,90.80475631661506
TEST_00158,121.17367507931607
TEST_00159,69.56566994257655
TEST_00160,62.444614773915134
TEST_00161,75.30599441680263
TEST_00162,36.96462208085623
TEST_00163,102.65671687502486
TEST_00164,122.34101002928918
TEST_00165,23.75216663567504
TEST_00166,94.72913882645304
TEST_00167,126.19225542767036
TEST_00168,78.18201828762824
TEST_00169,12.794576606336733
TEST_00170,21.339292612910228
TEST_00171,48.09270095967305
TEST_00172,29.874031869325627
TEST_00173,23.67583284990858
TEST_00174,57.22716480713135
TEST_00175,36.055664261868344
TEST_00176,25.508405263708042
TEST_00177,46.53265830561046
TEST_00178,63.59448842921032
TEST_00179,29.311060871029788
TEST_00180,14.343754757993581
TEST_00181,19.68826276124551
TEST_00182,55.74826810881605
TEST_00183,8.3498106327776
TEST_00184,26.073726182114072
TEST_00185,102.36825813205698
TEST_00186,50.814696299744774
TEST_00187,41.75087028471464
TEST_00188,114.1327777369217
TEST_00189,41.56569900190144
TEST_00190,71.57067368592968
TEST_00191,55.66178330923161
TEST_00192,41.348983445226295
TEST_00193,111.89785678584961
TEST_00194,122.4140333796214
TEST_00195,82.12377755999714
TEST_00196,30.903940109719866
TEST_00197,47.142095148903195
TEST_00198,126.21652668785556
TEST_00199,13.78619580585684
TEST_00200,48.62796509601531
TEST_00201,29.118192137035216
TEST_00202,37.03873232482619
TEST_00203,43.558858276531446
TEST_00204,28.955399298262453
TEST_00205,70.51313349506036
TEST_00206,48.925425567069205
TEST_00207,47.46408446548433
TEST_00208,22.864524129324035
TEST_00209,105.52260908524255
TEST_00210,50.501132399156646
TEST_00211,27.38520225983577
TEST_00212,28.328373329680787
TEST_00213,81.61415022257161
TEST_00214,74.68059956925929
TEST_00215,36.28342048012465
TEST_00216,108.05342532088758
TEST_00217,130.41029720207513
TEST_00218,19.52810945649695
TEST_00219,25.574255036909147
TEST_00220,32.8194405268181
TEST_00221,38.08205088300879
TEST_00222,42.01066018334684
TEST_00223,25.64675162999134
TEST_00224,54.76197918810674
TEST_00225,16.270918179086443
TEST_00226,48.12529154741225
TEST_00227,109.65574712870003
TEST_00228,61.152056538214595
TEST_00229,61.61359016928903
TEST_00230,36.51393091714931
TEST_00231,126.20367028163851
TEST_00232,118.91390016539727
TEST_00233,57.491440242741625
TEST_00234,112.62781396214298
TEST_00235,16.31771373541276
TEST_00236,23.357189898491217
TEST_00237,39.69217256862444
TEST_00238,62.92899717703696
TEST_00239,15.121370481980554
TEST_00240,2.1339457059919194
TEST_00241,11.140847137577705
TEST_00242,53.37696851522371
TEST_00243,105.6279376177622
TEST_00244,29.091461568671555
TEST_00245,47.16447171846507
TEST_00246,113.27596084661204
TEST_00247,41.09039209962381
TEST_00248,14.066241676154947
TEST_00249,11.640323212010433
TEST_00250,73.69917211325591
TEST_00251,37.48879622093578
TEST_00252,28.145410028966126
TEST_00253,26.75127001564903
TEST_00254,54.00814683328481
TEST_00255,41.44120199944783
TEST_00256,90.85532330399744
TEST_00257,126.81858983486613
TEST_00258,62.003842904587614
TEST_00259,40.213454880819214
TEST_00260,47.45351173233971
TEST_00261,101.0673738652739
TEST_00262,49.32741830327238
TEST_00263,14.71623119767952
TEST_00264,93.35527409415457
TEST_00265,34.241407979057264
TEST_00266,18.276313987803462
TEST_00267,28.191362946912975
TEST_00268,57.38885968382569
TEST_00269,16.66899756784222
TEST_00270,39.91861146537279
TEST_00271,25.040953713160523
TEST_00272,22.531193030933363
TEST_00273,18.999157726645112
TEST_00274,125.41912134948018
TEST_00275,100.87941839464814
TEST_00276,21.991257430833233
TEST_00277,58.04137792088076
TEST_00278,71.82991811747121
TEST_00279,36.14516850874134
TEST_00280,52.47081740447
TEST_00281,13.411222879251067
TEST_00282,16.876771949494813
TEST_00283,37.369427436021546
TEST_00284,29.80163514236312
TEST_00285,90.24090573758113
TEST_00286,119.69364396506653
TEST_00287,103.29164768367804
TEST_00288,121.91690324052065
TEST_00289,59.97727127537717
TEST_00290,80.988438791058
TEST_00291,25.789316896408994
TEST_00292,16.444145427534618
TEST_00293,11.08327861762372
TEST_00294,50.14055938522529
TEST_00295,29.658062849015177
TEST_00296,49.017293725493126
TEST_00297,36.84714419010665
TEST_00298,16.54583961040331
TEST_00299,6.468511133178093
TEST_00300,24.533364348726696
TEST_00301,21.241348535094524
TEST_00302,32.37099894743569
TEST_00303,88.49725066366615
TEST_00304,38.16745505469393
TEST_00305,97.74033809462098
TEST_00306,43.12460577856103
TEST_00307,24.7361838924384
TEST_00308,22.813302352817328
TEST_00309,64.35773028035206
TEST_00310,29.499510687588508
TEST_00311,34.57896684195004
TEST_00312,25.644715976837297
TEST_00313,75.95254200320389
TEST_00314,48.83148854464255
TEST_00315,19.86598233016134
TEST_00316,48.713140158316925
TEST_00317,13.079264052572672
TEST_00318,55.27534990832573
TEST_00319,28.097446646500504
TEST_00320,7.643553282175809
TEST_00321,101.86782218576236
TEST_00322,30.31618332781009
TEST_00323,89.64225208603155
TEST_00324,39.78844150955589
TEST_00325,23.027070538389722
TEST_00326,64.19387236829466
TEST_00327,26.250906962951966
